"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"2480",336.759909347018,-308.527364949941,982.047183643978,-650.121813798162,1323.6416324922
"2481",336.759909347018,-308.528007096717,982.047825790754,-650.122795876908,1323.64261457094
"2482",336.759909347018,-308.528649242855,982.048467936892,-650.123777954677,1323.64359664871
"2483",336.759909347018,-308.529291388353,982.04911008239,-650.124760031469,1323.64457872551
"2484",336.759909347018,-308.529933533213,982.04975222725,-650.125742107283,1323.64556080132
"2485",336.759909347018,-308.530575677433,982.05039437147,-650.12672418212,1323.64654287616
"2486",336.759909347018,-308.531217821015,982.051036515052,-650.12770625598,1323.64752495002
"2487",336.759909347018,-308.531859963957,982.051678657994,-650.128688328862,1323.6485070229
"2488",336.759909347018,-308.53250210626,982.052320800297,-650.129670400767,1323.6494890948
"2489",336.759909347018,-308.533144247925,982.052962941962,-650.130652471695,1323.65047116573
"2490",336.759909347018,-308.53378638895,982.053605082987,-650.131634541646,1323.65145323568
"2491",336.759909347018,-308.534428529337,982.054247223374,-650.132616610619,1323.65243530466
"2492",336.759909347018,-308.535070669084,982.054889363121,-650.133598678615,1323.65341737265
"2493",336.759909347018,-308.535712808192,982.055531502229,-650.134580745634,1323.65439943967
"2494",336.759909347018,-308.536354946662,982.056173640699,-650.135562811676,1323.65538150571
"2495",336.759909347018,-308.536997084492,982.056815778529,-650.13654487674,1323.65636357078
"2496",336.759909347018,-308.537639221683,982.05745791572,-650.137526940827,1323.65734563486
"2497",336.759909347018,-308.538281358236,982.058100052273,-650.138509003937,1323.65832769797
"2498",336.759909347018,-308.538923494149,982.058742188186,-650.13949106607,1323.65930976011
"2499",336.759909347018,-308.539565629423,982.05938432346,-650.140473127225,1323.66029182126
"2500",336.759909347018,-308.540207764059,982.060026458096,-650.141455187403,1323.66127388144
"2501",336.759909347018,-308.540849898055,982.060668592092,-650.142437246604,1323.66225594064
"2502",336.759909347018,-308.541492031413,982.06131072545,-650.143419304827,1323.66323799886
"2503",336.759909347018,-308.542134164131,982.061952858168,-650.144401362074,1323.66422005611
"2504",336.759909347018,-308.542776296211,982.062594990248,-650.145383418343,1323.66520211238
"2505",336.759909347018,-308.543418427651,982.063237121688,-650.146365473635,1323.66618416767
"2506",336.759909347018,-308.544060558453,982.06387925249,-650.147347527949,1323.66716622199
"2507",336.759909347018,-308.544702688616,982.064521382653,-650.148329581287,1323.66814827532
"2508",336.759909347018,-308.545344818139,982.065163512176,-650.149311633647,1323.66913032768
"2509",336.759909347018,-308.545986947024,982.065805641061,-650.15029368503,1323.67011237907
"2510",336.759909347018,-308.546629075269,982.066447769306,-650.151275735436,1323.67109442947
"2511",336.759909347018,-308.547271202876,982.067089896913,-650.152257784864,1323.6720764789
"2512",336.759909347018,-308.547913329844,982.067732023881,-650.153239833316,1323.67305852735
"2513",336.759909347018,-308.548555456173,982.06837415021,-650.15422188079,1323.67404057483
"2514",336.759909347018,-308.549197581862,982.069016275899,-650.155203927287,1323.67502262132
"2515",336.759909347018,-308.549839706913,982.06965840095,-650.156185972807,1323.67600466684
"2516",336.759909347018,-308.550481831325,982.070300525362,-650.157168017349,1323.67698671139
"2517",336.759909347018,-308.551123955098,982.070942649135,-650.158150060915,1323.67796875495
"2518",336.759909347018,-308.551766078232,982.071584772269,-650.159132103503,1323.67895079754
"2519",336.759909347018,-308.552408200727,982.072226894764,-650.160114145114,1323.67993283915
"2520",336.759909347018,-308.553050322583,982.07286901662,-650.161096185747,1323.68091487978
